%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1717062468474167054,291,1717062468473532915,zed_base_link,1.9904837608337402,0.0,0.0
1717062468717755781,292,1717062468717023372,zed_base_link,1.9897525310516357,0.0,0.0
1717062469048558196,293,1717062469048056125,zed_base_link,1.9982645511627197,0.0,0.0
1717062469327782972,294,1717062469327175378,zed_base_link,1.995919108390808,0.0,0.0
1717062469630103858,295,1717062469629549741,zed_base_link,1.9866626262664795,0.0,0.0
1717062469983399254,296,1717062469982789039,zed_base_link,1.9740850925445557,0.0,0.0
1717062470268529695,297,1717062470267890453,zed_base_link,1.9987400770187378,0.0,0.0
1717062470516884742,298,1717062470516354799,zed_base_link,1.9732449054718018,0.0,0.0
1717062470723859073,299,1717062470723349571,zed_base_link,1.9121075868606567,0.0,0.0
1717062470994209574,300,1717062470993668317,zed_base_link,1.976790428161621,0.0,0.0
1717062471214238683,301,1717062471213708877,zed_base_link,1.9414894580841064,0.0,0.0
1717062471460706831,302,1717062471460149765,zed_base_link,1.9799104928970337,0.0,0.0
1717062471660851073,303,1717062471659875631,zed_base_link,1.9783183336257935,0.0,0.0
1717062471923753665,304,1717062471922763586,zed_base_link,1.9712079763412476,0.0,0.0
1717062472188016989,305,1717062472187365293,zed_base_link,2.0058929920196533,0.0,0.0
1717062472439981377,306,1717062472439525604,zed_base_link,1.9801411628723145,0.0,0.0
1717062472671649264,307,1717062472670753955,zed_base_link,1.9761079549789429,0.0,0.0
1717062472933834802,308,1717062472933355331,zed_base_link,1.9779937267303467,0.0,0.0
1717062473169319719,309,1717062473168887853,zed_base_link,1.9808770418167114,0.0,0.0
1717062473449587037,310,1717062473449061870,zed_base_link,1.9243369102478027,0.0,0.0
1717062473709058824,311,1717062473708526849,zed_base_link,1.9696385860443115,0.0,0.0
1717062473928458081,312,1717062473927841901,zed_base_link,1.9513444900512695,0.0,0.0
1717062474158566348,313,1717062474158048868,zed_base_link,1.9757165908813477,0.0,0.0
1717062474418581423,314,1717062474418098926,zed_base_link,2.002220630645752,0.0,0.0
1717062474677720587,315,1717062474677126884,zed_base_link,1.989910364151001,0.0,0.0
1717062474905405773,316,1717062474904892921,zed_base_link,1.988627552986145,0.0,0.0
1717062475145640690,317,1717062475144984722,zed_base_link,1.9760630130767822,0.0,0.0
1717062475405475341,318,1717062475404706001,zed_base_link,1.9758487939834595,0.0,0.0
1717062475663586781,319,1717062475663054943,zed_base_link,1.973004937171936,0.0,0.0
1717062475910919095,320,1717062475910330295,zed_base_link,1.9722208976745605,0.0,0.0
1717062476122606431,321,1717062476122073173,zed_base_link,1.978325605392456,0.0,0.0
1717062476379819592,322,1717062476379245996,zed_base_link,1.955905795097351,0.0,0.0
1717062476585854810,323,1717062476585422754,zed_base_link,1.9761028289794922,0.0,0.0
1717062476809921919,324,1717062476809198856,zed_base_link,1.9805833101272583,0.0,0.0
1717062477058085629,325,1717062477057450771,zed_base_link,1.9752485752105713,0.0,0.0
1717062477320248413,326,1717062477319743633,zed_base_link,1.9628971815109253,0.0,0.0
1717062477565730887,327,1717062477565217971,zed_base_link,1.944678544998169,0.0,0.0
1717062477822682596,328,1717062477822192430,zed_base_link,1.9952921867370605,0.0,0.0
1717062478025471273,329,1717062478024701595,zed_base_link,1.9936832189559937,0.0,0.0
1717062478301566888,330,1717062478301085710,zed_base_link,2.005958318710327,0.0,0.0
1717062478563193457,331,1717062478562645196,zed_base_link,1.9690470695495605,0.0,0.0
1717062478790250872,332,1717062478789632081,zed_base_link,1.9605406522750854,0.0,0.0
1717062479002265327,333,1717062479001546859,zed_base_link,1.9641156196594238,0.0,0.0
1717062479240072010,334,1717062479239527463,zed_base_link,2.003502130508423,0.0,0.0
1717062479462928953,335,1717062479462441444,zed_base_link,1.9956963062286377,0.0,0.0
1717062479716567206,336,1717062479716068029,zed_base_link,1.9954702854156494,0.0,0.0
1717062479966352555,337,1717062479965672492,zed_base_link,1.9982305765151978,0.0,0.0
1717062480257197293,338,1717062480254746913,zed_base_link,1.9987140893936157,0.0,0.0
1717062480502156672,339,1717062480501598358,zed_base_link,1.9945309162139893,0.0,0.0
1717062480717697297,340,1717062480717205286,zed_base_link,1.998206377029419,0.0,0.0
1717062480948900396,341,1717062480948401927,zed_base_link,2.001664876937866,0.0,0.0
1717062481212300194,342,1717062481211792707,zed_base_link,1.978060007095337,0.0,0.0
1717062481573830380,343,1717062481573173522,zed_base_link,1.9846218824386597,0.0,0.0
1717062481835694528,344,1717062481835218906,zed_base_link,1.98241126537323,0.0,0.0
1717062482138682099,345,1717062482138050556,zed_base_link,1.9943095445632935,0.0,0.0
1717062482472108341,346,1717062482470990896,zed_base_link,1.9286965131759644,0.0,0.0
1717062482811153483,347,1717062482810461282,zed_base_link,1.9553526639938354,0.0,0.0
1717062483092711769,348,1717062483092190742,zed_base_link,1.979598045349121,0.0,0.0
1717062483372244718,349,1717062483371662139,zed_base_link,1.9827351570129395,0.0,0.0
1717062483615344080,350,1717062483614635467,zed_base_link,1.990655779838562,0.0,0.0
1717062483856621058,351,1717062483856112957,zed_base_link,1.9960845708847046,0.0,0.0
1717062484139359907,352,1717062484138697624,zed_base_link,1.9913841485977173,0.0,0.0
1717062484429219098,353,1717062484428582668,zed_base_link,1.999182939529419,0.0,0.0
1717062484683517124,354,1717062484683001756,zed_base_link,1.988738775253296,0.0,0.0
1717062484942467896,355,1717062484940109968,zed_base_link,1.986149549484253,0.0,0.0
1717062485241180209,356,1717062485240649223,zed_base_link,1.9796806573867798,0.0,0.0
1717062485561640894,357,1717062485561051845,zed_base_link,1.9969816207885742,0.0,0.0
1717062485875646385,358,1717062485875067472,zed_base_link,1.9912500381469727,0.0,0.0
1717062486176626445,359,1717062486175972461,zed_base_link,1.925342321395874,0.0,0.0
1717062486410701574,360,1717062486410168409,zed_base_link,2.0152244567871094,0.0,0.0
1717062486711139978,361,1717062486710630178,zed_base_link,1.8715132474899292,0.0,0.0
1717062487003363944,362,1717062487002729177,zed_base_link,2.0000545978546143,0.0,0.0
