%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1717062196347258569,1,1717062196346498966,zed_base_link,0.48258116841316223,0.0,0.0
1717062196635582169,2,1717062196631901264,zed_base_link,0.49489083886146545,0.0,0.0
1717062196898641125,3,1717062196898087739,zed_base_link,0.48753637075424194,0.0,0.0
1717062197215972571,4,1717062197215310811,zed_base_link,0.4864428639411926,0.0,0.0
1717062197548501091,5,1717062197547920942,zed_base_link,0.4935964047908783,0.0,0.0
1717062197899388932,6,1717062197898870229,zed_base_link,0.486850380897522,0.0,0.0
1717062198227238080,7,1717062198226531028,zed_base_link,0.4838641285896301,0.0,0.0
1717062198525544064,8,1717062198521798610,zed_base_link,0.4871032238006592,0.0,0.0
1717062198784406423,9,1717062198783765316,zed_base_link,0.4840185344219208,0.0,0.0
1717062199035097932,10,1717062199034630298,zed_base_link,0.48427096009254456,0.0,0.0
1717062199258743984,11,1717062199258145809,zed_base_link,0.4842844009399414,0.0,0.0
1717062199479952971,12,1717062199479354381,zed_base_link,0.48522424697875977,0.0,0.0
1717062199745577286,13,1717062199744998693,zed_base_link,0.4939955472946167,0.0,0.0
1717062199975212493,14,1717062199974754333,zed_base_link,0.49471545219421387,0.0,0.0
1717062200180031108,15,1717062200179207086,zed_base_link,0.49077025055885315,0.0,0.0
1717062200419881720,16,1717062200419408082,zed_base_link,0.47907817363739014,0.0,0.0
1717062200659124248,17,1717062200658273696,zed_base_link,0.4856112599372864,0.0,0.0
1717062200884856488,18,1717062200884406328,zed_base_link,0.4865924119949341,0.0,0.0
1717062201097751908,19,1717062201097152709,zed_base_link,0.49109530448913574,0.0,0.0
1717062201361651999,20,1717062201359114408,zed_base_link,0.48587363958358765,0.0,0.0
1717062201583062897,21,1717062201582508087,zed_base_link,0.48445698618888855,0.0,0.0
1717062201831658380,22,1717062201831115722,zed_base_link,0.4847218990325928,0.0,0.0
1717062202050787130,23,1717062202050348043,zed_base_link,0.4908515512943268,0.0,0.0
1717062202325156447,24,1717062202324587106,zed_base_link,0.4921082556247711,0.0,0.0
1717062202583760785,25,1717062202583037614,zed_base_link,0.4861287474632263,0.0,0.0
1717062202859761951,26,1717062202859104156,zed_base_link,0.4873458445072174,0.0,0.0
1717062203100851472,27,1717062203100190401,zed_base_link,0.4829990267753601,0.0,0.0
1717062203306224483,28,1717062203305570363,zed_base_link,0.4849785566329956,0.0,0.0
1717062203548343426,29,1717062203547824144,zed_base_link,0.4888741075992584,0.0,0.0
1717062203796995871,30,1717062203796270370,zed_base_link,0.4924832284450531,0.0,0.0
1717062204031365482,31,1717062204030895948,zed_base_link,0.4830205738544464,0.0,0.0
1717062204240981622,32,1717062204240489721,zed_base_link,0.4836527705192566,0.0,0.0
1717062204489016153,33,1717062204487065315,zed_base_link,0.4837353229522705,0.0,0.0
1717062204723179450,34,1717062204722725629,zed_base_link,0.4848766326904297,0.0,0.0
1717062204973724811,35,1717062204973056793,zed_base_link,0.4906330406665802,0.0,0.0
1717062205236719293,36,1717062205236214160,zed_base_link,0.4837339520454407,0.0,0.0
1717062205491824598,37,1717062205491339445,zed_base_link,0.49091893434524536,0.0,0.0
1717062205739644431,38,1717062205739165544,zed_base_link,0.48525264859199524,0.0,0.0
1717062205970111182,39,1717062205969514846,zed_base_link,0.4919288754463196,0.0,0.0
1717062206197415715,40,1717062206196804761,zed_base_link,0.48995649814605713,0.0,0.0
1717062206449798692,41,1717062206449166297,zed_base_link,0.486628919839859,0.0,0.0
1717062206695260213,42,1717062206694851875,zed_base_link,0.48423394560813904,0.0,0.0
1717062206904214821,43,1717062206903688669,zed_base_link,0.48490068316459656,0.0,0.0
1717062207144201094,44,1717062207143656730,zed_base_link,0.4966381788253784,0.0,0.0
1717062207390288403,45,1717062207389766693,zed_base_link,0.4839813709259033,0.0,0.0
1717062207651484342,46,1717062207650662422,zed_base_link,0.4963814616203308,0.0,0.0
1717062207913548672,47,1717062207913084745,zed_base_link,0.4860197603702545,0.0,0.0
1717062208172280120,48,1717062208169832706,zed_base_link,0.4900083839893341,0.0,0.0
1717062208443338668,49,1717062208442785501,zed_base_link,0.4853370785713196,0.0,0.0
1717062208656821507,50,1717062208656331300,zed_base_link,0.48847660422325134,0.0,0.0
1717062208883214095,51,1717062208882597923,zed_base_link,0.4826436936855316,0.0,0.0
1717062209127719799,52,1717062209127098798,zed_base_link,0.4930628836154938,0.0,0.0
1717062209359870496,53,1717062209359338283,zed_base_link,0.4974198043346405,0.0,0.0
1717062209571822515,54,1717062209571264028,zed_base_link,0.4827924072742462,0.0,0.0
1717062209810613120,55,1717062209810110807,zed_base_link,0.49350228905677795,0.0,0.0
1717062210046473324,56,1717062210045932531,zed_base_link,0.49140873551368713,0.0,0.0
1717062210312401791,57,1717062210309617996,zed_base_link,0.4859120845794678,0.0,0.0
1717062210582422438,58,1717062210581991195,zed_base_link,0.48972874879837036,0.0,0.0
1717062210814675828,59,1717062210814166069,zed_base_link,0.48985016345977783,0.0,0.0
1717062211042730186,60,1717062211042238950,zed_base_link,0.49721279740333557,0.0,0.0
1717062211302658550,61,1717062211302056789,zed_base_link,0.4947505295276642,0.0,0.0
1717062211547255361,62,1717062211546776294,zed_base_link,0.48369622230529785,0.0,0.0
1717062211806537649,63,1717062211805962324,zed_base_link,0.4850897490978241,0.0,0.0
1717062212019329801,64,1717062212018734693,zed_base_link,0.48219990730285645,0.0,0.0
1717062212262746529,65,1717062212260505199,zed_base_link,0.4810068607330322,0.0,0.0
1717062212509243520,66,1717062212508605241,zed_base_link,0.48695915937423706,0.0,0.0
1717062212737892047,67,1717062212737425565,zed_base_link,0.4865342080593109,0.0,0.0
1717062212963770437,68,1717062212963170766,zed_base_link,0.4961462616920471,0.0,0.0
1717062213171415164,69,1717062213170799016,zed_base_link,0.4831472933292389,0.0,0.0
1717062213395954583,70,1717062213395460844,zed_base_link,0.5016975998878479,0.0,0.0
1717062213629302581,71,1717062213628804683,zed_base_link,0.49282559752464294,0.0,0.0
1717062213856040177,72,1717062213855605602,zed_base_link,0.4935346841812134,0.0,0.0
1717062214078353931,73,1717062214077816009,zed_base_link,0.4869983494281769,0.0,0.0
1717062214335315317,74,1717062214334702730,zed_base_link,0.484666109085083,0.0,0.0
1717062214585062210,75,1717062214584569931,zed_base_link,0.4860439598560333,0.0,0.0
1717062214805589005,76,1717062214805120468,zed_base_link,0.48900464177131653,0.0,0.0
1717062215026380708,77,1717062215025938987,zed_base_link,0.4862228333950043,0.0,0.0
1717062215272047647,78,1717062215271638631,zed_base_link,0.48808470368385315,0.0,0.0
1717062215514802297,79,1717062215514293670,zed_base_link,0.4876648783683777,0.0,0.0
1717062215779930697,80,1717062215779453754,zed_base_link,0.4828549921512604,0.0,0.0
1717062215977814739,81,1717062215977266073,zed_base_link,0.48247045278549194,0.0,0.0
1717062216237554519,82,1717062216234602689,zed_base_link,0.4828961491584778,0.0,0.0
1717062216491522750,83,1717062216490998506,zed_base_link,0.48198097944259644,0.0,0.0
1717062216720451098,84,1717062216719954490,zed_base_link,0.48255324363708496,0.0,0.0
1717062216963687018,85,1717062216963121414,zed_base_link,0.48862379789352417,0.0,0.0
1717062217183107684,86,1717062217182545900,zed_base_link,0.48471903800964355,0.0,0.0
1717062217437347191,87,1717062217434533596,zed_base_link,0.48459094762802124,0.0,0.0
1717062217690202413,88,1717062217689693212,zed_base_link,0.48526322841644287,0.0,0.0
1717062217957081706,89,1717062217956464290,zed_base_link,0.48173394799232483,0.0,0.0
1717062218207584568,90,1717062218206967353,zed_base_link,0.48489463329315186,0.0,0.0
1717062218468334888,91,1717062218467646837,zed_base_link,0.4857119917869568,0.0,0.0
1717062218691320640,92,1717062218690781354,zed_base_link,0.4864148497581482,0.0,0.0
1717062218935800550,93,1717062218935190439,zed_base_link,0.4864724278450012,0.0,0.0
1717062219165682540,94,1717062219165108442,zed_base_link,0.4847211241722107,0.0,0.0
