__time,/cmd_vel/angular/x,/cmd_vel/angular/y,/cmd_vel/angular/z,/cmd_vel/linear/x,/cmd_vel/linear/y,/cmd_vel/linear/z
1718347542.448483,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347542.704306,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347542.898267,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347543.097978,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347543.281192,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347543.455118,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347543.652057,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347543.858073,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347544.051039,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347544.245063,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347544.445989,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347544.656702,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347544.857438,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347545.057631,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347545.253031,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347545.447948,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347545.649507,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347545.850104,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347546.052038,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347546.247046,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347546.454761,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347546.652449,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347546.851880,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347547.051767,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347547.250375,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347547.448549,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347547.647710,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347547.895060,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347548.105426,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347548.250673,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347548.451350,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347548.651686,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347548.847397,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347549.051281,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347549.245563,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347549.468498,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347549.651655,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347549.846743,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347550.048181,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347550.264768,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347550.457738,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347550.646552,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347550.849194,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347551.051199,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347551.259888,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347551.451559,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347551.649662,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347551.850473,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347552.081926,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347552.266993,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347552.447943,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347552.648932,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347552.847785,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347553.067987,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347553.253320,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347553.455919,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347553.652919,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347553.849923,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347554.056058,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347554.261311,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347554.460205,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347554.652526,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347554.847769,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347555.051002,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347555.246024,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347555.450181,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347555.666295,0.000000000,0.000000000,0.000000000,0.500000000,0.000000000,0.000000000
1718347555.856117,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347556.051162,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347556.255545,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347556.455048,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347556.653649,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347556.847022,0.000000000,0.000000000,0.000000000,0.300000012,0.000000000,0.000000000
1718347557.044603,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347557.250641,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347557.452878,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347557.646375,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347557.869060,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347558.044685,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347558.246273,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347558.491966,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347558.687423,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347558.848960,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347559.057619,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347559.253995,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347559.453499,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347559.652582,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347559.853512,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347560.056118,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347560.249388,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347560.450612,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347560.669438,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347560.888223,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347561.055956,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347561.247787,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
1718347561.446466,0.000000000,0.000000000,0.600000024,0.300000012,0.000000000,0.000000000
