__time,/cmd_vel/angular/x,/cmd_vel/angular/y,/cmd_vel/angular/z,/cmd_vel/linear/x,/cmd_vel/linear/y,/cmd_vel/linear/z
1718348052.307995,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348052.707195,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348052.907355,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348053.307203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348053.508117,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348053.707047,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348053.907046,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348054.106924,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348054.506984,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348054.709603,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348054.907234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348055.218444,0.000000000,0.000000000,0.000000000,0.600000024,0.000000000,0.000000000
1718348055.307214,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348055.507138,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348056.111128,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348056.307031,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348056.507119,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348057.108001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348057.412910,0.000000000,0.000000000,0.000000000,0.600000024,0.000000000,0.000000000
1718348057.507705,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348057.707420,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348058.107483,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348058.421358,0.000000000,0.000000000,0.000000000,0.600000024,0.000000000,0.000000000
1718348058.507222,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348058.707051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348059.014532,0.000000000,0.000000000,0.000000000,0.600000024,0.000000000,0.000000000
1718348059.107172,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348059.307111,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348059.506899,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348059.706992,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348059.906968,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348060.308361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348060.708246,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348060.907094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348061.107721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348061.907480,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348062.107919,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348062.507326,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348062.909788,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348063.306969,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348063.616167,0.000000000,0.000000000,0.000000000,0.600000024,0.000000000,0.000000000
1718348063.707275,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348063.907141,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348064.112556,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348064.507162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348064.907082,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348065.307465,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348065.507034,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348065.906921,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1718348066.107351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
